Time | ID | Traffic Light | Group | Vehicles
09:28:30 | 36 | Красный | 5 | 1
09:29:30 | 268 | Красный | 2 | 1
09:31:02 | 1017 | Зеленый | 1 | 1
09:31:23 | 1168 | Зеленый | 2 | 1
09:31:27 | 1200 | Зеленый | 2 | 1
09:31:29 | 1218 | Зеленый | 3 | 1
09:31:47 | 1330 | Зеленый | 2 | 1
09:31:54 | 1375 | Зеленый | 1 | 1
09:32:17 | 1574 | Зеленый | 3 | 1
09:32:18 | 1579 | Зеленый | 3 | 1
09:32:18 | 1533 | Зеленый | 3 | 1
09:32:20 | 1601 | Зеленый | 4 | 1
09:33:11 | 2085 | Красный | 2 | 1
09:33:12 | 2098 | Красный | 3 | 1
09:37:08 | 3655 | Зеленый | 1 | 2
09:37:32 | 3787 | Зеленый | 1 | 2
09:39:40 | 4200 | Красный | 2 | 1
09:39:42 | 4148 | Красный | 2 | 0
09:39:44 | 4262 | Красный | 2 | 0
09:41:28 | 4774 | Зеленый | 1 | 2
09:41:34 | 4846 | Зеленый | 2 | 1
09:41:36 | 4876 | Зеленый | 3 | 1
09:42:52 | 5252 | Зеленый | 2 | 1
09:42:54 | 5261 | Зеленый | 2 | 1
09:42:55 | 5267 | Зеленый | 2 | 1
09:42:55 | 5255 | Зеленый | 2 | 1
09:42:55 | 5270 | Зеленый | 3 | 1
09:42:58 | 5291 | Зеленый | 2 | 1
09:42:58 | 5294 | Зеленый | 2 | 1
09:42:59 | 5299 | Зеленый | 2 | 1
09:43:00 | 5308 | Зеленый | 2 | 1
09:43:00 | 5312 | Зеленый | 3 | 1
09:44:26 | 5831 | Красный | 3 | 0
09:44:45 | 5959 | Зеленый | 5 | 1
09:44:45 | 5968 | Зеленый | 6 | 1
09:44:46 | 5975 | Зеленый | 6 | 1
09:44:47 | 5454 | Зеленый | 5 | 1
09:44:48 | 5497 | Зеленый | 4 | 1
09:44:48 | 5840 | Зеленый | 5 | 1
09:44:48 | 5970 | Зеленый | 5 | 1
09:47:31 | 7183 | Красный | 1 | 1
09:48:57 | 7597 | Зеленый | 2 | 1
09:48:57 | 7364 | Зеленый | 2 | 1
09:50:16 | 8352 | Зеленый | 2 | 1
09:50:16 | 8364 | Зеленый | 3 | 1
09:52:48 | 9421 | Красный | 2 | 0
09:52:48 | 9423 | Красный | 2 | 0
09:53:07 | 9130 | Зеленый | 2 | 0
09:53:08 | 9203 | Зеленый | 2 | 0
09:54:11 | 9796 | Зеленый | 3 | 1
09:56:09 | 10572 | Красный | 5 | 1
09:56:09 | 10571 | Красный | 5 | 1
10:00:03 | 12112 | Красный | 1 | 1
10:00:28 | 12245 | Красный | 3 | 0
10:00:28 | 12250 | Красный | 5 | 0
10:00:32 | 12246 | Красный | 4 | 0
10:00:32 | 12276 | Красный | 4 | 0
10:01:25 | 12399 | Зеленый | 3 | 0
10:01:25 | 12398 | Зеленый | 3 | 0
10:01:27 | 12585 | Зеленый | 3 | 0
10:01:28 | 12587 | Зеленый | 3 | 0
10:08:31 | 15416 | Красный | 2 | 0
10:09:33 | 15651 | Зеленый | 1 | 1
10:11:27 | 16614 | Зеленый | 1 | 1
10:11:47 | 16742 | Красный | 2 | 1
10:12:21 | 16845 | Красный | 1 | 0
10:15:55 | 17893 | Зеленый | 2 | 1
10:15:56 | 17876 | Зеленый | 2 | 1
10:15:59 | 18093 | Зеленый | 2 | 1
10:16:53 | 18476 | Зеленый | 2 | 1
10:17:41 | 18950 | Зеленый | 4 | 1
10:17:41 | 18962 | Зеленый | 4 | 1
10:17:42 | 18971 | Зеленый | 4 | 1
10:17:44 | 18995 | Зеленый | 5 | 1
10:17:45 | 18996 | Зеленый | 3 | 1
10:17:45 | 18997 | Зеленый | 4 | 1
10:17:45 | 18999 | Зеленый | 5 | 1
10:17:46 | 19013 | Зеленый | 4 | 1
10:19:11 | 19690 | Зеленый | 3 | 0
10:19:12 | 19691 | Зеленый | 2 | 0
10:19:12 | 19631 | Зеленый | 1 | 0
10:19:56 | 19974 | Зеленый | 2 | 1
10:20:15 | 20113 | Зеленый | 1 | 1
10:20:16 | 20181 | Зеленый | 1 | 1
10:20:18 | 20197 | Зеленый | 2 | 1
10:20:18 | 20201 | Зеленый | 2 | 2
10:21:25 | 20637 | Красный | 1 | 1
10:21:45 | 20717 | Красный | 2 | 0
10:21:46 | 20718 | Красный | 2 | 0
10:23:02 | 21149 | Зеленый | 1 | 1
10:23:56 | 21540 | Зеленый | 1 | 1
10:24:17 | 21744 | Зеленый | 1 | 1
10:25:13 | 22032 | Красный | 1 | 1
10:27:34 | 22959 | Зеленый | 4 | 1
10:27:37 | 22105 | Зеленый | 5 | 1
10:27:38 | 22964 | Зеленый | 4 | 1
10:27:39 | 22973 | Зеленый | 4 | 1
10:28:58 | 23356 | Зеленый | 1 | 1
10:29:43 | 23661 | Зеленый | 1 | 1
10:32:12 | 24372 | Зеленый | 1 | 1
10:33:06 | 24925 | Зеленый | 1 | 1
10:33:13 | 24999 | Зеленый | 3 | 1
10:33:19 | 25024 | Зеленый | 3 | 2
10:35:22 | 25839 | Зеленый | 1 | 0
10:36:42 | 26485 | Зеленый | 1 | 1
10:37:21 | 26718 | Зеленый | 1 | 1
10:40:17 | 27623 | Зеленый | 1 | 1
10:41:13 | 27947 | Красный | 1 | 0
10:42:03 | 28484 | Зеленый | 1 | 1
10:48:48 | 30667 | Красный | 3 | 0
10:48:49 | 30565 | Красный | 3 | 0
10:48:56 | 30776 | Зеленый | 2 | 0
10:48:57 | 30831 | Зеленый | 2 | 0
10:48:57 | 30834 | Зеленый | 2 | 0
10:48:58 | 30838 | Зеленый | 2 | 0
10:48:59 | 30840 | Зеленый | 2 | 1
10:49:00 | 30847 | Зеленый | 2 | 1
10:53:11 | 32016 | Зеленый | 3 | 0
10:53:12 | 32100 | Зеленый | 3 | 0
10:53:12 | 32254 | Зеленый | 3 | 0
10:53:13 | 32536 | Зеленый | 3 | 0
10:54:12 | 32972 | Зеленый | 1 | 0
10:54:37 | 33112 | Зеленый | 3 | 0
10:54:37 | 33150 | Зеленый | 3 | 0
10:59:24 | 35132 | Зеленый | 1 | 2
11:01:48 | 35866 | Зеленый | 2 | 0
11:03:06 | 36464 | Зеленый | 1 | 1
11:03:58 | 36906 | Зеленый | 1 | 1
11:06:07 | 37535 | Зеленый | 1 | 0
11:06:10 | 37916 | Зеленый | 3 | 0
11:06:12 | 37929 | Зеленый | 2 | 0
11:06:15 | 37955 | Зеленый | 3 | 0
11:08:10 | 38731 | Зеленый | 2 | 1
11:08:12 | 38754 | Зеленый | 3 | 1
11:08:13 | 38761 | Зеленый | 2 | 1
11:08:19 | 38795 | Зеленый | 2 | 1
11:08:20 | 38797 | Зеленый | 2 | 1
11:08:21 | 38808 | Зеленый | 4 | 1
11:08:23 | 38823 | Зеленый | 1 | 1
11:08:23 | 38826 | Зеленый | 2 | 2
11:10:34 | 39390 | Зеленый | 1 | 0
11:12:13 | 40175 | Зеленый | 1 | 1
11:13:43 | 40842 | Красный | 2 | 0
11:13:44 | 40841 | Красный | 2 | 0
11:14:34 | 41182 | Зеленый | 1 | 0
11:15:00 | 41437 | Зеленый | 1 | 0
11:18:47 | 42900 | Зеленый | 2 | 1
11:18:49 | 42569 | Зеленый | 3 | 1
11:18:53 | 42957 | Зеленый | 3 | 1
11:19:55 | 43298 | Зеленый | 1 | 1
11:21:23 | 43898 | Зеленый | 2 | 1
11:21:26 | 43954 | Зеленый | 2 | 1
11:23:37 | 44506 | Зеленый | 1 | 0
11:24:08 | 44686 | Зеленый | 2 | 1
11:25:45 | 45202 | Зеленый | 2 | 1
11:27:42 | 45711 | Зеленый | 3 | 1
11:27:43 | 46004 | Зеленый | 3 | 1
11:27:43 | 45691 | Зеленый | 3 | 1
11:28:57 | 46614 | Зеленый | 1 | 1
11:29:46 | 46957 | Зеленый | 4 | 1
11:29:47 | 46971 | Зеленый | 4 | 1
11:29:48 | 46989 | Зеленый | 3 | 1
11:29:50 | 47003 | Зеленый | 4 | 1
11:29:51 | 47013 | Зеленый | 1 | 1
11:30:01 | 47077 | Зеленый | 6 | 1
11:30:01 | 47024 | Зеленый | 6 | 1
11:30:04 | 47109 | Зеленый | 5 | 1
11:30:09 | 47144 | Зеленый | 7 | 1
11:30:15 | 47202 | Зеленый | 6 | 1
11:30:15 | 47206 | Зеленый | 6 | 1
11:30:50 | 47434 | Красный | 1 | 2
11:31:13 | 47519 | Красный | 1 | 0
11:31:19 | 47565 | Красный | 2 | 1
11:32:03 | 47914 | Зеленый | 2 | 0
11:35:59 | 48966 | Красный | 2 | 0
11:35:59 | 48963 | Красный | 2 | 0
11:37:03 | 49648 | Зеленый | 2 | 1
11:38:07 | 49999 | Зеленый | 1 | 1
11:39:08 | 50322 | Красный | 1 | 1
11:39:10 | 50333 | Красный | 1 | 1
11:39:40 | 50451 | Красный | 1 | 0
11:41:09 | 50983 | Зеленый | 1 | 0
11:41:10 | 51022 | Зеленый | 1 | 0
11:41:13 | 51041 | Зеленый | 1 | 0
11:43:38 | 51698 | Красный | 4 | 0
11:43:42 | 51781 | Красный | 5 | 0
11:43:52 | 51867 | Красный | 4 | 1
11:43:53 | 51870 | Красный | 3 | 1
11:43:56 | 51887 | Красный | 4 | 0
11:44:00 | 51856 | Красный | 4 | 0
11:44:01 | 51912 | Красный | 4 | 0
11:44:40 | 52104 | Зеленый | 3 | 0
11:44:45 | 52211 | Зеленый | 2 | 0
11:45:55 | 52718 | Зеленый | 4 | 1
11:45:57 | 52704 | Зеленый | 7 | 2
11:49:02 | 53869 | Зеленый | 2 | 1
11:49:03 | 53797 | Зеленый | 2 | 1
11:49:04 | 53874 | Зеленый | 3 | 1
11:50:22 | 54349 | Зеленый | 6 | 1
11:50:22 | 54377 | Зеленый | 6 | 1
11:50:23 | 54388 | Зеленый | 5 | 1
11:50:23 | 54381 | Зеленый | 5 | 1
11:50:24 | 54361 | Зеленый | 5 | 1
11:51:54 | 55001 | Зеленый | 5 | 1
11:51:55 | 55007 | Красный | 3 | 1
11:51:55 | 55010 | Красный | 3 | 1
